trail_id,gpx_id,current_poi_id,next_poi_id,section_id,spend_time,avg_temp,avg_RH,max_precip,distance,elevation_range,elevation_change,elevation_gain,elevation_loss,high_elevation,max_slope_percent,max_slope_degrees,max_slope_point,slope_std_dev,slope_variance,slope_freq_dist,accumulated_time,accumulated_distance
1,1-0004,12,15,1-002,0 days 01:18:07.420342,7.8,79,0,1712.9,526.2,304.05,539.8,19,TRUE,74.12,36.55,"(24.412912, 121.309689)",10.57,111.64,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 1.82, '-5°~-1°': 5.45, '-1°~1°': 3.64, '1°~5°': 3.64, '5°~10°': 3.64, '10°~15°': 14.55, '>15°': 67.27}",0 days 03:25:59,3697.94
1,1-0004,15,18,1-003,0 days 03:20:30.623820,11.2,65,0,2689.54,739.3,271.16,757.5,28.2,TRUE,152.88,56.81,"(24.432630, 121.304903)",10.32,106.53,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 3.8, '-5°~-1°': 3.8, '-1°~1°': 6.33, '1°~5°': 6.33, '5°~10°': 10.13, '10°~15°': 26.58, '>15°': 43.04}",0 days 04:44:47,5410.84
1,1-0004,18,15,1-004,0 days 03:08:58,16.6,47,0,2689.54,739.3,-271.16,28.2,757.5,TRUE,-152.88,-56.81,"(24.432640, 121.304903)",10.32,106.53,"{'<-15°': 43.04, '-15°~-10°': 26.58, '-10°~-5°': 10.13, '-5°~-1°': 6.33, '-1°~1°': 6.33, '1°~5°': 3.8, '5°~10°': 3.8, '10°~15°': 0.0, '>15°': 0.0}",0 days 06:02:54.420342,7123.74
1,1-0004,15,12,1-005,0 days 01:18:48,18.4,44,0,1712.9,526.2,-304.05,19,539.8,TRUE,-74.12,-36.55,"(24.412829, 121.309677)",10.57,111.64,"{'<-15°': 67.27, '-15°~-10°': 14.55, '-10°~-5°': 3.64, '-5°~-1°': 3.64, '-1°~1°': 3.64, '1°~5°': 5.45, '5°~10°': 1.82, '10°~15°': 0.0, '>15°': 0.0}",0 days 07:02:10.376180,8132.14
1,1-0004,12,1,1-006,0 days 00:17:01,18.5,42,0,1008.4,91.7,-90.94,0,91.7,FALSE,-50.66,-26.87,"(24.405201, 121.307604)",5.48,30.05,"{'<-15°': 7.32, '-15°~-10°': 4.88, '-10°~-5°': 36.59, '-5°~-1°': 39.02, '-1°~1°': 12.2, '1°~5°': 0.0, '5°~10°': 0.0, '10°~15°': 0.0, '>15°': 0.0}",0 days 10:22:41,10821.68
1,1-0005,1,12,1-001,0 days 00:13:12.920373,10.8,21,0,1008.4,91.7,90.94,91.7,0,FALSE,50.66,26.87,"(24.405222, 121.307583)",5.48,30.05,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 0.0, '-5°~-1°': 0.0, '-1°~1°': 12.2, '1°~5°': 39.02, '5°~10°': 36.59, '10°~15°': 4.88, '>15°': 7.32}",0 days 00:13:12.920373,1008.4
1,1-0005,12,15,1-002,0 days 02:05:07.079627,10.9,22,0,1712.9,526.2,304.05,539.8,19,TRUE,74.12,36.55,"(24.412912, 121.309689)",10.57,111.64,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 1.82, '-5°~-1°': 5.45, '-1°~1°': 3.64, '1°~5°': 3.64, '5°~10°': 3.64, '10°~15°': 14.55, '>15°': 67.27}",0 days 02:18:20,2721.3
1,1-0005,15,18,1-003,0 days 03:16:52.840207,10,27.5,0,2689.54,739.3,271.16,757.5,28.2,TRUE,152.88,56.81,"(24.432630, 121.304903)",10.32,106.53,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 3.8, '-5°~-1°': 3.8, '-1°~1°': 6.33, '1°~5°': 6.33, '5°~10°': 10.13, '10°~15°': 26.58, '>15°': 43.04}",0 days 05:35:12.840207,5410.84
1,1-0005,18,15,1-004,0 days 02:05:33.306491,7.6,25.5,0,2689.54,739.3,-271.16,28.2,757.5,TRUE,-152.88,-56.81,"(24.432640, 121.304903)",10.32,106.53,"{'<-15°': 43.04, '-15°~-10°': 26.58, '-10°~-5°': 10.13, '-5°~-1°': 6.33, '-1°~1°': 6.33, '1°~5°': 3.8, '5°~10°': 3.8, '10°~15°': 0.0, '>15°': 0.0}",0 days 07:40:46.146698,8100.38
1,1-0005,15,12,1-005,0 days 01:21:28.853302,4.8,20,0,1712.9,526.2,-304.05,19,539.8,TRUE,-74.12,-36.55,"(24.412829, 121.309677)",10.57,111.64,"{'<-15°': 67.27, '-15°~-10°': 14.55, '-10°~-5°': 3.64, '-5°~-1°': 3.64, '-1°~1°': 3.64, '1°~5°': 5.45, '5°~10°': 1.82, '10°~15°': 0.0, '>15°': 0.0}",0 days 09:02:15,9813.28
1,1-0005,12,1,1-006,0 days 00:12:08,3.3,21,0,1008.4,91.7,-90.94,0,91.7,FALSE,-50.66,-26.87,"(24.405201, 121.307604)",5.48,30.05,"{'<-15°': 7.32, '-15°~-10°': 4.88, '-10°~-5°': 36.59, '-5°~-1°': 39.02, '-1°~1°': 12.2, '1°~5°': 0.0, '5°~10°': 0.0, '10°~15°': 0.0, '>15°': 0.0}",0 days 09:14:23,10821.68
1,1-0006,1,12,1-001,0 days 00:13:33,9.1,60,0,1008.4,91.7,90.94,91.7,0,FALSE,50.66,26.87,"(24.405222, 121.307583)",5.48,30.05,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 0.0, '-5°~-1°': 0.0, '-1°~1°': 12.2, '1°~5°': 39.02, '5°~10°': 36.59, '10°~15°': 4.88, '>15°': 7.32}",0 days 00:17:39,1008.4
1,1-0006,12,15,1-002,0 days 01:50:21,9.6,57,0,1712.9,526.2,304.05,539.8,19,TRUE,74.12,36.55,"(24.412912, 121.309689)",10.57,111.64,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 1.82, '-5°~-1°': 5.45, '-1°~1°': 3.64, '1°~5°': 3.64, '5°~10°': 3.64, '10°~15°': 14.55, '>15°': 67.27}",0 days 01:39:55,2721.3
1,1-0006,15,18,1-003,0 days 02:59:45,12.4,48,0,2689.54,739.3,271.16,757.5,28.2,TRUE,152.88,56.81,"(24.432630, 121.304903)",10.32,106.53,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 3.8, '-5°~-1°': 3.8, '-1°~1°': 6.33, '1°~5°': 6.33, '5°~10°': 10.13, '10°~15°': 26.58, '>15°': 43.04}",0 days 05:06:10,5410.84
1,1-0006,18,15,1-004,0 days 03:26:15,16.4,40,0,2689.54,739.3,-271.16,28.2,757.5,TRUE,-152.88,-56.81,"(24.432640, 121.304903)",10.32,106.53,"{'<-15°': 43.04, '-15°~-10°': 26.58, '-10°~-5°': 10.13, '-5°~-1°': 6.33, '-1°~1°': 6.33, '1°~5°': 3.8, '5°~10°': 3.8, '10°~15°': 0.0, '>15°': 0.0}",0 days 08:05:55,8100.38
1,1-0006,15,12,1-005,0 days 01:22:16,17,45.5,0,1712.9,526.2,-304.05,19,539.8,TRUE,-74.12,-36.55,"(24.412829, 121.309677)",10.57,111.64,"{'<-15°': 67.27, '-15°~-10°': 14.55, '-10°~-5°': 3.64, '-5°~-1°': 3.64, '-1°~1°': 3.64, '1°~5°': 5.45, '5°~10°': 1.82, '10°~15°': 0.0, '>15°': 0.0}",0 days 08:19:28,9108.78
1,1-0006,12,1,1-006,0 days 00:17:39,15.7,53,0,1008.4,91.7,-90.94,0,91.7,FALSE,-50.66,-26.87,"(24.405201, 121.307604)",5.48,30.05,"{'<-15°': 7.32, '-15°~-10°': 4.88, '-10°~-5°': 36.59, '-5°~-1°': 39.02, '-1°~1°': 12.2, '1°~5°': 0.0, '5°~10°': 0.0, '10°~15°': 0.0, '>15°': 0.0}",0 days 10:09:49,10821.68
1,1-0007,1,12,1-001,0 days 00:16:29.991241,6.4,100,0,1008.4,91.7,90.94,91.7,0,FALSE,50.66,26.87,"(24.405222, 121.307583)",5.48,30.05,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 0.0, '-5°~-1°': 0.0, '-1°~1°': 12.2, '1°~5°': 39.02, '5°~10°': 36.59, '10°~15°': 4.88, '>15°': 7.32}",0 days 00:16:29.991241,1008.4
1,1-0007,12,15,1-002,0 days 01:42:14.242250,6.4,89,0,1712.9,526.2,304.05,539.8,19,TRUE,74.12,36.55,"(24.412912, 121.309689)",10.57,111.64,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 1.82, '-5°~-1°': 5.45, '-1°~1°': 3.64, '1°~5°': 3.64, '5°~10°': 3.64, '10°~15°': 14.55, '>15°': 67.27}",0 days 01:58:44.233491,2721.3
1,1-0007,15,18,1-003,0 days 02:34:54.226780,7.6,87.5,0,2689.54,739.3,271.16,757.5,28.2,TRUE,152.88,56.81,"(24.432630, 121.304903)",10.32,106.53,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 3.8, '-5°~-1°': 3.8, '-1°~1°': 6.33, '1°~5°': 6.33, '5°~10°': 10.13, '10°~15°': 26.58, '>15°': 43.04}",0 days 04:33:38.460271,5410.84
1,1-0007,18,15,1-004,0 days 02:07:17.258562,9.6,98.5,0,2689.54,739.3,-271.16,28.2,757.5,TRUE,-152.88,-56.81,"(24.432640, 121.304903)",10.32,106.53,"{'<-15°': 43.04, '-15°~-10°': 26.58, '-10°~-5°': 10.13, '-5°~-1°': 6.33, '-1°~1°': 6.33, '1°~5°': 3.8, '5°~10°': 3.8, '10°~15°': 0.0, '>15°': 0.0}",0 days 06:40:55.718833,8100.38
1,1-0007,15,12,1-005,0 days 01:16:16.281167,11.6,96,0,1712.9,526.2,-304.05,19,539.8,TRUE,-74.12,-36.55,"(24.412829, 121.309677)",10.57,111.64,"{'<-15°': 67.27, '-15°~-10°': 14.55, '-10°~-5°': 3.64, '-5°~-1°': 3.64, '-1°~1°': 3.64, '1°~5°': 5.45, '5°~10°': 1.82, '10°~15°': 0.0, '>15°': 0.0}",0 days 07:57:12,9813.28
1,1-0007,12,1,1-006,0 days 00:32:38,13.5,89.5,0,1008.4,91.7,-90.94,0,91.7,FALSE,-50.66,-26.87,"(24.405201, 121.307604)",5.48,30.05,"{'<-15°': 7.32, '-15°~-10°': 4.88, '-10°~-5°': 36.59, '-5°~-1°': 39.02, '-1°~1°': 12.2, '1°~5°': 0.0, '5°~10°': 0.0, '10°~15°': 0.0, '>15°': 0.0}",0 days 08:29:50,10821.68
1,1-0008,1,12,1-001,0 days 00:19:36,10.2,25,0,1008.4,91.7,90.94,91.7,0,FALSE,50.66,26.87,"(24.405222, 121.307583)",5.48,30.05,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 0.0, '-5°~-1°': 0.0, '-1°~1°': 12.2, '1°~5°': 39.02, '5°~10°': 36.59, '10°~15°': 4.88, '>15°': 7.32}",0 days 01:32:03.811112,1712.9
1,1-0008,12,15,1-002,0 days 01:36:27,10.3,28.5,0,1712.9,526.2,304.05,539.8,19,TRUE,74.12,36.55,"(24.412912, 121.309689)",10.57,111.64,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 1.82, '-5°~-1°': 5.45, '-1°~1°': 3.64, '1°~5°': 3.64, '5°~10°': 3.64, '10°~15°': 14.55, '>15°': 67.27}",0 days 01:49:20.811112,2721.3
1,1-0008,15,18,1-003,0 days 02:34:24.755559,12.2,33.5,0,2689.54,739.3,271.16,757.5,28.2,TRUE,152.88,56.81,"(24.432630, 121.304903)",10.32,106.53,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 3.8, '-5°~-1°': 3.8, '-1°~1°': 6.33, '1°~5°': 6.33, '5°~10°': 10.13, '10°~15°': 26.58, '>15°': 43.04}",0 days 04:06:32.244441,5410.84
1,1-0008,18,15,1-004,0 days 02:17:11.433329,14.2,47,0,2689.54,739.3,-271.16,28.2,757.5,TRUE,-152.88,-56.81,"(24.432640, 121.304903)",10.32,106.53,"{'<-15°': 43.04, '-15°~-10°': 26.58, '-10°~-5°': 10.13, '-5°~-1°': 6.33, '-1°~1°': 6.33, '1°~5°': 3.8, '5°~10°': 3.8, '10°~15°': 0.0, '>15°': 0.0}",0 days 04:26:08.244441,6419.24
1,1-0008,15,12,1-005,0 days 01:32:03.811112,15.4,62,0,1712.9,526.2,-304.05,19,539.8,TRUE,-74.12,-36.55,"(24.412829, 121.309677)",10.57,111.64,"{'<-15°': 67.27, '-15°~-10°': 14.55, '-10°~-5°': 3.64, '-5°~-1°': 3.64, '-1°~1°': 3.64, '1°~5°': 5.45, '5°~10°': 1.82, '10°~15°': 0.0, '>15°': 0.0}",0 days 06:02:35.244441,8132.14
1,1-0008,12,1,1-006,0 days 00:17:17,14.7,73.5,0,1008.4,91.7,-90.94,0,91.7,FALSE,-50.66,-26.87,"(24.405201, 121.307604)",5.48,30.05,"{'<-15°': 7.32, '-15°~-10°': 4.88, '-10°~-5°': 36.59, '-5°~-1°': 39.02, '-1°~1°': 12.2, '1°~5°': 0.0, '5°~10°': 0.0, '10°~15°': 0.0, '>15°': 0.0}",0 days 08:37:00,10821.68
1,1-0009,1,12,1-001,0 days 00:16:45,6.3,97,0,1008.4,91.7,90.94,91.7,0,FALSE,50.66,26.87,"(24.405222, 121.307583)",5.48,30.05,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 0.0, '-5°~-1°': 0.0, '-1°~1°': 12.2, '1°~5°': 39.02, '5°~10°': 36.59, '10°~15°': 4.88, '>15°': 7.32}",0 days 00:16:45,1008.4
1,1-0009,12,15,1-002,0 days 01:47:22,6.3,88.5,0,1712.9,526.2,304.05,539.8,19,TRUE,74.12,36.55,"(24.412912, 121.309689)",10.57,111.64,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 1.82, '-5°~-1°': 5.45, '-1°~1°': 3.64, '1°~5°': 3.64, '5°~10°': 3.64, '10°~15°': 14.55, '>15°': 67.27}",0 days 02:04:07,2721.3
1,1-0009,15,18,1-003,0 days 02:38:45,7.5,88.5,0,2689.54,739.3,271.16,757.5,28.2,TRUE,152.88,56.81,"(24.432630, 121.304903)",10.32,106.53,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 3.8, '-5°~-1°': 3.8, '-1°~1°': 6.33, '1°~5°': 6.33, '5°~10°': 10.13, '10°~15°': 26.58, '>15°': 43.04}",0 days 04:42:52,5410.84
1,1-0009,18,15,1-004,0 days 03:16:28,11.4,92,0,2689.54,739.3,-271.16,28.2,757.5,TRUE,-152.88,-56.81,"(24.432640, 121.304903)",10.32,106.53,"{'<-15°': 43.04, '-15°~-10°': 26.58, '-10°~-5°': 10.13, '-5°~-1°': 6.33, '-1°~1°': 6.33, '1°~5°': 3.8, '5°~10°': 3.8, '10°~15°': 0.0, '>15°': 0.0}",0 days 07:59:20,8100.38
1,1-0009,15,12,1-005,0 days 01:09:48,14.4,83.5,0,1712.9,526.2,-304.05,19,539.8,TRUE,-74.12,-36.55,"(24.412829, 121.309677)",10.57,111.64,"{'<-15°': 67.27, '-15°~-10°': 14.55, '-10°~-5°': 3.64, '-5°~-1°': 3.64, '-1°~1°': 3.64, '1°~5°': 5.45, '5°~10°': 1.82, '10°~15°': 0.0, '>15°': 0.0}",0 days 09:09:08,9813.28
1,1-0009,12,1,1-006,0 days 00:20:17,14.6,80,0,1008.4,91.7,-90.94,0,91.7,FALSE,-50.66,-26.87,"(24.405201, 121.307604)",5.48,30.05,"{'<-15°': 7.32, '-15°~-10°': 4.88, '-10°~-5°': 36.59, '-5°~-1°': 39.02, '-1°~1°': 12.2, '1°~5°': 0.0, '5°~10°': 0.0, '10°~15°': 0.0, '>15°': 0.0}",0 days 09:29:25,10821.68
1,1-0010,1,12,1-001,0 days 00:15:43.787381,8.9,77,0,1008.4,91.7,90.94,91.7,0,FALSE,50.66,26.87,"(24.405222, 121.307583)",5.48,30.05,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 0.0, '-5°~-1°': 0.0, '-1°~1°': 12.2, '1°~5°': 39.02, '5°~10°': 36.59, '10°~15°': 4.88, '>15°': 7.32}",0 days 00:15:43.787381,1008.4
1,1-0010,12,15,1-002,0 days 01:32:35.212619,8.5,79,0,1712.9,526.2,304.05,539.8,19,TRUE,74.12,36.55,"(24.412912, 121.309689)",10.57,111.64,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 1.82, '-5°~-1°': 5.45, '-1°~1°': 3.64, '1°~5°': 3.64, '5°~10°': 3.64, '10°~15°': 14.55, '>15°': 67.27}",0 days 01:48:19,2721.3
1,1-0010,15,18,1-003,0 days 02:46:13,9,76.5,0,2689.54,739.3,271.16,757.5,28.2,TRUE,152.88,56.81,"(24.432630, 121.304903)",10.32,106.53,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 3.8, '-5°~-1°': 3.8, '-1°~1°': 6.33, '1°~5°': 6.33, '5°~10°': 10.13, '10°~15°': 26.58, '>15°': 43.04}",0 days 04:34:32,5410.84
1,1-0010,18,15,1-004,0 days 03:13:46,11.4,69,0,2689.54,739.3,-271.16,28.2,757.5,TRUE,-152.88,-56.81,"(24.432640, 121.304903)",10.32,106.53,"{'<-15°': 43.04, '-15°~-10°': 26.58, '-10°~-5°': 10.13, '-5°~-1°': 6.33, '-1°~1°': 6.33, '1°~5°': 3.8, '5°~10°': 3.8, '10°~15°': 0.0, '>15°': 0.0}",0 days 07:48:18,8100.38
1,1-0010,15,12,1-005,0 days 01:40:14,14.7,66,0,1712.9,526.2,-304.05,19,539.8,TRUE,-74.12,-36.55,"(24.412829, 121.309677)",10.57,111.64,"{'<-15°': 67.27, '-15°~-10°': 14.55, '-10°~-5°': 3.64, '-5°~-1°': 3.64, '-1°~1°': 3.64, '1°~5°': 5.45, '5°~10°': 1.82, '10°~15°': 0.0, '>15°': 0.0}",0 days 09:28:32,9813.28
1,1-0010,12,1,1-006,0 days 00:24:23,15.8,73,0,1008.4,91.7,-90.94,0,91.7,FALSE,-50.66,-26.87,"(24.405201, 121.307604)",5.48,30.05,"{'<-15°': 7.32, '-15°~-10°': 4.88, '-10°~-5°': 36.59, '-5°~-1°': 39.02, '-1°~1°': 12.2, '1°~5°': 0.0, '5°~10°': 0.0, '10°~15°': 0.0, '>15°': 0.0}",0 days 09:52:55,10821.68
1,1-0011,1,12,1-001,0 days 00:20:04,7.1,79.5,0,1008.4,91.7,90.94,91.7,0,FALSE,50.66,26.87,"(24.405222, 121.307583)",5.48,30.05,"{'<-15°': 0.0, '-15°~-10°': 0.0, '-10°~-5°': 0.0, '-5°~-1°': 0.0, '-1°~1°': 12.2, '1°~5°': 39.02, '5°~10°': 36.59, '10°~15°': 4.88, '>15°': 7.32}",0 days 01:32:21,1712.9
